salario_anual,total_dividas,historico_pagamento (score),idade,credito_solicitado,elegibilidade
52743,7120,9.478.363.481.994.470,36,18001,3
63511,24559,8.830.511.433.836.270,40,9021,3
39414,2571,8.881.693.365.891.680,42,10290,3
48689,26010,1.0,64,4107,3
40368,17964,770.185.208.766.645,24,13147,2
47724,20815,8.997.312.857.114.590,25,18683,3
76433,43646,7.637.458.755.303.900,20,22456,2
87493,22504,9.333.675.308.849.930,40,15952,3
43305,6616,913.850.438.125.303,64,21866,2
42329,21148,8.254.502.270.946.330,50,16919,3
56481,27430,9.797.711.486.417.280,65,15537,3
37574,3239,8.268.759.043.103.980,35,17782,3
43025,14437,9.296.817.702.935.180,58,16982,3
56466,35306,8.372.307.848.294.980,35,6031,3
41910,34307,7.026.275.008.947.590,20,11743,1
56284,36729,8.887.963.423.349.060,20,15951,3
73946,42596,9.766.201.293.437.100,53,22231,3
41262,15959,9.279.515.458.685.860,33,18489,3
36274,7795,9.699.345.894.623.210,60,12179,3
33094,31039,867.621.954.259.764,40,11458,1
34479,8834,765.517.214.756.967,40,18988,2
58315,40595,8.693.175.533.883.140,32,2868,3
61378,20828,8.125.530.038.088.260,26,10962,3
59400,36356,8.827.774.262.642.770,57,22046,3
34261,18456,855.872.975.608.815,55,16484,3
44248,13204,9.529.027.220.846.740,35,11206,3
44294,27274,7.116.712.945.645.640,55,8989,2
75746,24892,6.162.699.146.847.710,23,19198,2
54439,8546,857.856.597.528.633,61,15389,3
51656,19653,8.144.286.550.395.240,54,13906,3
54169,14241,7.980.841.894.595.400,63,16869,2
43558,22042,7.793.340.912.238.560,23,15822,2
56045,19652,8.463.972.182.563.430,38,15439,3
42823,21364,8.912.463.798.242.060,47,8379,3
71415,20155,9.049.934.188.577.580,45,9867,3
36929,16474,5.651.421.837.546.750,37,18741,1
52834,23596,8.396.315.295.929.260,36,17795,3
60056,12415,6.717.232.328.013.620,31,16910,2
48800,36484,9.390.349.836.353.390,18,12067,3
51905,19840,9.121.982.878.091.970,44,18825,3
46982,28422,7.434.227.691.545.400,69,13146,2
36303,14654,8.588.600.945.550.540,49,21507,2
76010,15756,649.678.651.144.686,46,11265,2
44621,29221,8.936.836.782.719.290,48,12373,3
30415,27597,8.951.339.581.959.910,42,14242,1
39153,18772,9.258.082.795.322.420,24,19236,3
69931,2151,9.121.527.283.804.660,56,14824,3
84156,14759,7.961.566.000.865.530,63,15188,2
55575,19116,7.471.011.244.963.960,69,13042,2
61846,13176,7.803.684.704.835.620,33,16340,2
77696,7278,8.374.541.639.456.310,61,14646,3
35585,28540,7.236.135.258.289.950,28,11078,1
55885,18194,8.154.064.146.565.880,35,15636,3
77399,38088,8.154.271.526.492.180,61,15754,3
62588,18323,9.617.694.653.720.860,59,26749,3
45915,21774,8.970.677.779.613.410,22,11944,3
55425,14112,7.780.602.910.086.550,19,10803,2
77939,35110,879.172.692.579.794,27,16395,3
52270,16976,8.920.822.010.738.970,43,10035,3
36144,17970,6.764.836.326.429.960,41,9634,2
59173,10477,1.0,43,7815,3
36448,23796,8.317.833.216.342.370,33,11127,3
38985,16701,7.599.190.052.442.770,42,11250,2
43021,10307,8.520.186.969.666.450,55,8583,3
49720,19514,7.581.275.944.870.820,23,13748,2
37316,27244,6.740.565.792.500.150,69,3170,2
56159,36481,9.063.227.127.373.380,29,17458,3
44790,22358,8.542.371.209.613.930,26,12216,3
62281,14494,8.761.196.043.705.380,66,12951,3
50613,24566,6.808.545.635.466.590,59,17934,2
47689,18595,8.955.724.967.574.320,25,16858,3
48284,20563,8.272.983.510.046.410,48,11850,3
71898,19979,7.246.634.962.614.680,58,17258,2
63236,24613,7.590.055.807.674.040,49,22744,2
28568,25951,1.0,24,9939,1
42509,19505,8.062.924.303.747.250,49,18768,3
51445,55179,1.0,59,9434,1
17357,29185,7.541.313.864.626.810,42,20877,1
56431,792,7.925.695.491.216.670,50,11440,2
37272,16531,8.084.188.477.833.610,68,11249,3
38978,19806,9.274.787.425.325.030,45,20746,2
39471,26092,874.829.729.593.966,28,18607,3
68884,38340,8.668.351.181.108.140,48,11604,3
59137,12805,9.537.395.269.189.850,69,15636,3
43241,31509,9.106.443.610.619.360,27,11450,3
41565,22036,7.139.793.836.446.940,19,7036,2
52471,23291,9.454.659.344.799.560,63,15946,3
73934,31943,7.429.360.290.205.100,61,13217,2
46145,3362,948.505.775.215.868,21,10270,3
22055,25348,894.036.823.195.563,39,21523,1
52523,36524,9.068.239.890.979.810,62,10439,3
54096,9420,8.059.307.208.362.980,69,15719,3
55537,20023,7.417.299.933.828.340,45,20399,2
49431,26783,8.348.517.519.858.050,27,13719,3
52047,432,8.792.945.564.274.920,19,11329,3
35294,23359,9.073.597.207.266.870,66,16488,3
49112,18822,9.462.851.893.812.300,29,17650,3
42493,28458,8.533.148.676.273.950,52,12124,3
54304,38590,8.676.035.358.275.360,65,15624,3
60726,17841,7.065.650.987.360.050,50,3328,2
40588,24111,7.722.071.784.647.330,53,19950,2
43145,8403,8.284.939.092.236.230,58,23469,2
36439,17573,9.196.019.211.449.940,40,15953,3
67008,15000,8.049.311.732.088.010,30,6969,3
23376,39379,7.780.784.253.310.080,47,18714,1
